学生id,助学金金额
8250,0
8251,0
8262,0
8263,0
8268,2000
8269,2000
8270,0
8271,0
8274,0
8275,0
8284,0
8285,0
8288,0
8289,1500
8290,0
8291,0
8296,0
8297,0
8300,0
8301,0
8310,0
8311,0
8314,1000
8315,0
8330,0
8331,0
8332,0
8333,0
8344,1000
8345,0
8352,2000
8353,2000
8368,0
8369,0
8378,1000
8379,0
8384,0
8385,0
8392,1500
8393,0
8394,2000
8395,2000
8402,0
8403,0
8422,0
8423,0
8424,0
8425,0
8426,0
8427,0
8428,0
8429,0
8432,0
8433,0
8434,0
8435,0
8450,0
8451,0
8456,0
8457,0
8462,1500
8463,1500
8466,1500
8467,1500
8470,1000
8471,1000
8472,0
8473,0
8478,1000
8479,1000
8480,0
8481,0
8482,0
8483,0
8484,0
8485,0
8486,0
8487,0
8496,2000
8497,2000
8500,0
8501,0
8508,1000
8509,0
8510,0
8511,0
8514,0
8515,1000
8520,0
8521,1000
8524,1500
8525,1500
8536,0
8537,0
8538,0
8539,0
8542,0
8543,1500
8548,0
8549,0
8550,1500
8551,1000
8554,0
8555,0
8558,1000
8559,1000
8560,0
8561,0
8564,0
8565,1500
8570,0
8571,0
8572,0
8573,0
8574,0
8575,0
8594,1000
8595,0
8600,0
8601,0
8604,0
8605,0
8614,1000
8615,0
8620,1500
8621,1000
8622,0
8623,1500
8626,1000
8627,0
8630,0
8631,0
8638,0
8639,0
8642,0
8643,0
8644,1000
8645,2000
8648,0
8649,0
8652,0
8653,1000
8660,0
8661,0
8682,0
8683,0
8686,0
8687,0
8692,0
8693,0
8696,2000
8697,2000
8698,0
8699,0
8706,0
8707,0
8712,1000
8713,1000
8714,0
8715,0
8716,1000
8717,0
8722,0
8723,0
8726,1500
8727,1500
8728,0
8729,0
8730,1500
8731,1000
8736,1500
8737,2000
8738,0
8739,0
8744,1000
8745,1000
8770,0
8771,1500
8772,0
8773,0
8774,0
8775,0
8778,0
8779,0
8782,0
8783,0
8790,0
8791,0
8798,0
8799,0
8804,1000
8805,1500
8806,2000
8807,1000
8810,1000
8811,1000
8812,0
8813,0
8830,1000
8831,1000
8838,0
8839,1000
8840,0
8841,0
8842,0
8843,0
8844,0
8845,0
8850,0
8851,0
8856,0
8857,0
8862,1500
8863,1500
8876,0
8877,0
8878,0
8879,0
8884,0
8885,0
8892,2000
8893,1000
8894,1000
8895,1000
8900,0
8901,0
8902,1000
8903,1000
8904,1000
8905,1000
8914,0
8915,0
8924,0
8925,0
8932,0
8933,0
8936,0
8937,0
8938,1000
8939,1500
8944,0
8945,0
8950,0
8951,0
8954,0
8955,0
8956,0
8957,0
8968,2000
8969,0
8970,0
8971,0
8978,0
8979,0
8984,0
8985,1000
9006,0
9007,0
9008,0
9009,0
9014,1000
9015,1000
9020,0
9021,0
9022,2000
9023,0
9030,0
9031,0
9036,0
9037,0
9040,1500
9041,1000
9052,0
9053,0
9060,0
9061,0
9066,0
9067,0
9076,0
9077,0
9078,0
9079,0
9084,0
9085,0
9088,0
9089,1000
9090,0
9091,0
9106,0
9107,0
9110,0
9111,0
9130,0
9131,0
9132,1500
9133,1500
9138,0
9139,0
9144,0
9145,0
9148,1000
9149,1000
9152,1000
9153,1500
9160,0
9161,0
9162,0
9163,0
9164,0
9165,0
9166,1000
9167,1500
9168,0
9169,0
9172,0
9173,0
9180,0
9181,0
9182,0
9183,0
9190,0
9191,1000
9204,0
9205,0
9216,0
9217,0
9218,0
9219,0
9222,0
9223,0
9226,1000
9227,1000
9228,0
9229,0
9232,0
9233,0
9236,2000
9237,2000
9242,0
9243,0
9244,2000
9245,1500
9256,0
9257,0
9258,1500
9259,1000
9270,0
9271,0
9272,1500
9273,1000
9276,0
9277,0
9282,0
9283,0
9288,0
9289,0
9300,0
9301,0
9302,1500
9303,1500
9308,0
9309,0
9310,0
9311,0
9334,1500
9335,0
9342,0
9343,0
9344,0
9345,0
9346,0
9347,0
9360,0
9361,0
9364,0
9365,0
9366,0
9367,1000
9372,0
9373,0
9374,0
9375,0
9380,1500
9381,1500
9390,0
9391,0
9400,0
9401,0
9408,1000
9409,1000
9412,0
9413,0
9414,1500
9415,0
9416,0
9417,0
9430,0
9431,0
9434,0
9435,0
9442,0
9443,0
9446,1500
9447,1000
9452,0
9453,0
9454,0
9455,0
9456,0
9457,0
9458,0
9459,0
9460,0
9461,0
9462,0
9463,0
9470,2000
9471,1500
9478,0
9479,0
9480,0
9481,0
9488,0
9489,0
9494,0
9495,0
9504,0
9505,0
9512,0
9513,1000
9516,2000
9517,2000
9518,0
9519,0
9522,1000
9523,1000
9536,0
9537,0
9540,0
9541,0
9548,0
9549,0
9554,0
9555,0
9558,0
9559,0
9560,1500
9561,1500
9562,2000
9563,1000
9566,0
9567,0
9568,0
9569,0
9572,0
9573,1000
9582,2000
9583,2000
9596,0
9597,0
9600,0
9601,0
9606,0
9607,0
9608,0
9609,0
9610,0
9611,0
9612,0
9613,0
9614,2000
9615,1000
9618,0
9619,0
9620,0
9621,0
9630,0
9631,1500
9632,0
9633,0
9640,1000
9641,1000
9648,1500
9649,1000
9650,0
9651,0
9652,1000
9653,1000
9654,1500
9655,1500
9656,0
9657,0
9658,0
9659,0
9660,0
9661,0
9670,0
9671,0
9676,1500
9677,2000
9678,0
9679,0
9688,0
9689,0
9702,2000
9703,0
9706,1000
9707,1000
9708,1000
9709,1000
9716,0
9717,0
9718,0
9719,0
9722,0
9723,1000
9728,1000
9729,1500
9732,0
9733,0
9734,0
9735,0
9740,1000
9741,1500
9744,0
9745,0
9748,2000
9749,1000
9752,0
9753,0
9754,0
9755,0
9756,0
9757,0
9760,2000
9761,1500
9764,0
9765,0
9768,0
9769,0
9772,2000
9773,2000
9782,1500
9783,1500
9788,0
9789,0
9796,0
9797,0
9802,0
9803,0
9810,0
9811,0
9816,0
9817,0
9818,1000
9819,1000
9824,0
9825,0
9834,1000
9835,1000
9842,0
9843,0
9852,0
9853,0
9856,1000
9857,0
9858,1500
9859,2000
9860,0
9861,0
9864,1000
9865,1000
9868,0
9869,0
9897,0
9920,0
9921,0
9930,1000
9931,1000
9948,0
9949,0
9956,1000
9957,1000
9960,0
9961,0
9962,1500
9963,0
9964,0
9965,0
9970,0
9971,0
9972,0
9973,0
9974,0
9975,0
9980,1000
9981,1500
9996,0
9997,0
10006,0
10007,0
10014,0
10015,0
10016,0
10017,2000
10024,1500
10025,1000
10026,0
10027,0
10034,0
10035,0
10046,0
10047,1000
10054,0
10055,0
10056,0
10057,0
10058,0
10059,0
10062,1000
10063,0
10064,2000
10065,1500
10066,1000
10067,1000
10068,0
10069,0
10090,0
10091,0
10094,0
10095,0
10102,0
10103,0
10126,0
10127,0
10134,0
10135,0
10142,1000
10143,1500
10144,0
10145,0
10160,0
10161,0
10166,0
10167,0
10172,0
10173,0
10182,0
10183,0
10184,0
10185,0
10200,1500
10201,0
10204,0
10205,0
10214,0
10215,0
10222,0
10223,0
10224,0
10225,0
10232,0
10233,0
10234,0
10235,0
10250,0
10251,0
10254,0
10255,0
10258,0
10259,0
10266,0
10267,0
10282,0
10283,0
10286,1000
10287,1000
10292,0
10293,0
10300,1500
10301,1500
10302,1000
10303,1000
10306,0
10307,0
10308,0
10309,0
10310,0
10311,0
10316,0
10317,0
10318,0
10319,0
10322,0
10323,0
10324,0
10325,0
10328,0
10329,0
10330,0
10331,0
10338,0
10339,0
10354,0
10355,0
10356,0
10357,0
10368,0
10369,0
10372,0
10373,0
10374,0
10375,0
10382,0
10383,0
10396,0
10397,0
10398,1000
10399,1000
10412,0
10413,0
10418,0
10419,0
10420,0
10421,0
10422,0
10423,0
10440,0
10441,0
10444,0
10445,0
10450,1000
10451,1000
10452,0
10453,0
10454,0
10455,0
10456,1000
10457,1000
10462,0
10463,0
10466,1500
10467,2000
10468,1000
10469,1500
10476,0
10477,0
10488,0
10489,0
10490,0
10491,0
10492,1000
10493,1000
10496,0
10497,1500
10504,0
10505,0
10514,0
10515,0
10522,2000
10523,2000
10524,0
10525,0
10538,0
10539,0
10548,0
10549,0
10558,0
10559,0
10564,0
10565,0
10574,1000
10575,0
10586,2000
10587,2000
10610,0
10611,1500
10616,0
10617,0
10618,0
10619,0
10620,2000
10621,1500
10624,0
10625,0
10626,0
10627,0
10630,0
10631,0
10636,0
10637,0
10638,0
10639,0
10640,0
10641,0
10642,0
10643,0
10648,0
10649,0
10650,1000
10651,1000
10660,0
10661,0
10670,0
10671,0
10680,1000
10681,1500
10682,0
10683,0
10684,0
10685,0
10688,0
10689,0
10690,0
10691,0
10694,0
10695,0
10700,1000
10701,1000
10708,1000
10709,1000
10716,0
10717,0
10718,2000
10719,2000
10720,0
10721,0
10740,2000
10741,1000
10744,0
10745,0
10750,0
10751,0
10758,0
10759,0
10764,0
10765,0
10768,0
10769,0
10770,0
10771,0
10774,1000
10775,1500
10778,0
10779,1000
10782,0
10783,0
10786,1000
10787,1000
10804,0
10805,0
10806,0
10807,0
10822,0
10823,0
10826,0
10827,0
10828,1500
10829,1500
10830,0
10831,0
10834,0
10835,1000
10860,0
10861,0
10866,0
10867,1000
10868,2000
10869,2000
10874,1000
10875,1000
10882,0
10883,0
10896,0
10897,0
10904,0
10905,0
10906,0
10907,0
10914,0
10915,0
10924,0
10925,0
10940,0
10941,0
10950,0
10951,0
10952,1000
10953,1000
10964,0
10965,2000
10966,0
10967,0
10968,0
10969,0
10972,0
10973,0
10976,0
10977,0
10982,0
10983,0
10984,0
10985,0
10990,0
10991,0
10992,0
10993,0
10998,0
10999,0
11000,0
11001,0
11004,0
11005,0
11006,0
11007,0
11026,0
11027,0
11028,0
11029,0
11034,0
11035,0
11040,0
11041,0
11042,0
11043,0
11046,0
11047,0
11050,0
11051,0
11056,0
11057,0
11060,0
11061,0
11068,2000
11069,2000
11078,0
11079,0
11080,2000
11081,2000
11082,0
11083,0
11088,1000
11089,1000
11096,2000
11097,2000
11098,0
11099,0
11108,0
11109,1000
11110,1500
11111,1500
11112,0
11113,0
11128,1500
11129,2000
11132,1000
11133,1000
11140,0
11141,0
11142,1000
11143,1500
11144,0
11145,0
11146,0
11147,0
11148,0
11149,0
11150,0
11151,0
11152,0
11153,0
11154,0
11155,0
11158,1500
11159,1500
11160,1000
11161,1000
11168,0
11169,0
11170,1000
11171,1500
11174,0
11175,0
11178,1500
11179,2000
11180,0
11181,0
11182,2000
11183,2000
11184,1500
11185,1500
11192,0
11193,0
11198,0
11199,0
11214,0
11215,0
11216,0
11217,0
11244,0
11245,0
11258,0
11259,0
11264,0
11265,0
11282,0
11283,0
11288,0
11289,0
11294,0
11295,0
11300,0
11301,0
11304,0
11305,0
11306,0
11307,0
11310,0
11311,1500
11312,0
11313,0
11318,0
11319,0
11322,0
11323,0
11326,0
11327,1500
11332,0
11333,0
11336,0
11337,0
11338,0
11339,0
11342,0
11343,0
11346,0
11347,0
11354,0
11355,0
11376,0
11377,0
11378,0
11379,0
11380,0
11381,0
11398,0
11399,0
11406,0
11407,0
11408,0
11409,1500
11410,0
11411,0
11424,0
11425,0
11426,0
11427,0
11444,0
11445,0
11456,0
11457,0
11462,0
11463,1500
11474,0
11475,0
11476,0
11477,0
11478,0
11479,0
11496,0
11497,0
11498,0
11499,0
11500,0
11501,0
11518,0
11519,1500
11530,0
11531,1000
11532,0
11533,1000
11540,0
11541,1500
11546,0
11547,0
11550,0
11551,0
11566,0
11567,0
11568,0
11569,0
11580,0
11581,0
11584,0
11585,0
11596,0
11597,1000
11600,0
11601,0
11606,0
11607,1000
11612,0
11613,1000
11628,0
11629,0
11634,0
11635,2000
11636,0
11637,0
11638,0
11639,0
11640,0
11641,0
11644,0
11645,0
11648,0
11649,0
11660,0
11661,0
11678,0
11679,0
11682,0
11683,2000
11684,0
11685,0
11686,0
11687,0
11690,0
11691,0
11694,0
11695,0
11698,0
11699,0
11708,0
11709,0
11718,0
11719,2000
11722,0
11723,0
11724,0
11725,1000
11728,0
11729,1000
11752,0
11753,0
11760,0
11761,0
11762,0
11763,1000
11770,0
11771,0
11778,0
11779,2000
11780,0
11781,0
11784,0
11785,0
11788,0
11789,1000
11794,0
11795,0
11802,0
11803,0
11816,0
11817,0
11822,0
11823,1000
11824,0
11825,1500
11836,0
11837,0
11848,0
11849,1000
11852,0
11853,0
11858,0
11859,1000
11866,0
11867,0
11872,0
11873,1500
11874,0
11875,0
11878,0
11879,1500
11880,0
11881,0
11888,0
11889,1000
11890,0
11891,0
11898,0
11899,0
11900,0
11901,1500
11912,0
11913,0
11918,0
11919,0
11932,0
11933,0
11954,0
11955,1500
11956,0
11957,1000
11962,0
11963,0
11964,0
11965,0
11972,0
11973,0
11974,0
11975,0
11978,0
11979,0
11980,0
11981,0
11982,0
11983,1000
11994,0
11995,0
12010,0
12011,0
12020,0
12021,0
12030,0
12031,1500
12034,0
12035,0
12046,0
12047,1500
12048,0
12049,2000
12050,0
12051,1000
12064,0
12065,0
12068,0
12069,0
12072,0
12073,1000
12094,0
12095,0
12096,0
12097,1000
12098,0
12099,2000
12100,0
12101,0
12106,0
12107,1500
12108,0
12109,0
12118,0
12119,1000
12126,0
12127,0
12142,0
12143,0
12148,0
12149,0
12150,0
12151,0
12160,0
12161,1000
12162,0
12163,0
12170,0
12171,0
12174,0
12175,0
12184,0
12185,2000
12186,0
12187,0
12188,0
12189,0
12198,0
12199,0
12202,0
12203,0
12206,0
12207,0
12212,0
12213,0
12218,0
12219,0
12228,0
12229,0
12230,0
12231,1500
12248,0
12249,1000
12254,0
12255,0
12260,0
12261,0
12264,0
12265,0
12280,0
12281,0
12282,0
12283,1500
12284,0
12285,0
12286,0
12287,1000
12288,0
12289,0
12290,0
12291,0
12296,0
12297,0
12300,0
12301,0
12312,0
12313,1000
12318,0
12319,0
12338,0
12339,0
12350,0
12351,1000
12352,0
12353,0
12356,0
12357,0
12358,0
12359,0
12362,0
12363,0
12364,0
12365,0
12386,0
12387,0
12400,0
12401,0
12404,0
12405,0
12406,0
12407,0
12410,0
12411,0
12412,0
12413,0
12420,0
12421,0
12426,0
12427,0
12432,0
12433,0
12446,0
12447,0
12448,0
12449,0
12450,0
12451,0
12452,0
12453,0
12458,0
12459,2000
12464,0
12465,0
12466,0
12467,1000
12470,0
12471,0
12472,0
12473,0
12476,0
12477,0
12480,0
12481,0
12482,0
12483,2000
12484,0
12485,0
12488,0
12489,0
12490,0
12491,0
12496,0
12497,0
12504,0
12505,0
12514,0
12515,1500
12526,0
12527,0
12532,0
12533,0
12542,0
12543,0
12544,0
12545,2000
12554,0
12555,0
12556,0
12557,0
12560,0
12561,0
12564,0
12565,0
12566,0
12567,0
12572,0
12573,0
12576,0
12577,1500
12578,0
12579,1500
12582,0
12583,0
12584,0
12585,1000
12586,0
12587,0
12594,0
12595,2000
12596,0
12597,0
12602,0
12603,0
12604,0
12605,0
12624,0
12625,0
12632,0
12633,0
12642,0
12643,0
12644,0
12645,0
12646,0
12647,0
12654,0
12655,0
12656,0
12657,0
12666,0
12667,0
12668,0
12669,0
12676,0
12677,0
12690,0
12691,0
12696,0
12697,0
12702,0
12703,0
12708,0
12709,0
12710,0
12711,0
12712,0
12713,0
12720,0
12721,2000
12724,0
12725,2000
12726,0
12727,0
12742,0
12743,0
12744,0
12745,0
12754,0
12755,0
12756,0
12757,0
12758,0
12759,1500
12764,0
12765,0
12776,0
12777,0
12780,0
12781,0
12794,0
12795,0
12800,0
12801,1500
12804,0
12805,0
12808,0
12809,0
12812,0
12813,0
12814,0
12815,0
12818,0
12819,0
12820,0
12821,1000
12822,0
12823,0
12824,0
12825,0
12840,0
12841,0
12844,0
12845,0
12846,0
12847,0
12850,0
12851,0
12860,0
12861,0
12870,0
12871,1500
12872,0
12873,0
12876,0
12877,2000
12884,0
12885,0
12890,0
12891,0
12892,0
12893,0
12894,0
12895,0
12898,0
12899,1500
12902,0
12903,0
12906,0
12907,0
12908,0
12909,0
12916,0
12917,0
12926,0
12927,1500
12928,0
12929,0
12938,0
12939,0
12940,0
12941,0
12952,0
12953,1500
12954,0
12955,0
12956,0
12957,0
12962,0
12963,1000
12966,0
12967,1000
12968,0
12969,0
12974,0
12975,0
12978,0
12979,0
12992,0
12993,1000
12996,0
12997,2000
13012,0
13013,0
13020,0
13021,0
13028,0
13029,1500
13034,0
13035,0
13038,0
13039,0
13046,0
13047,1500
13048,0
13049,0
13052,0
13053,0
13054,0
13055,0
13058,0
13059,0
13060,0
13061,1000
13068,0
13069,0
13074,0
13075,0
13078,0
13079,1500
13090,0
13091,2000
13094,0
13095,0
13098,0
13099,0
13104,0
13105,1500
13108,0
13109,1000
13116,0
13117,0
13120,0
13121,1000
13124,0
13125,0
13126,0
13127,0
13128,0
13129,0
13130,0
13131,0
13136,0
13137,0
13146,0
13147,0
13148,0
13149,0
13150,0
13151,0
13158,0
13159,1500
13172,0
13173,0
13180,0
13181,0
13188,0
13189,0
13196,0
13197,2000
13198,0
13199,0
13202,0
13203,0
13212,0
13213,1500
13214,0
13215,0
13216,0
13217,0
13220,0
13221,0
13232,0
13233,0
13236,0
13237,0
13240,0
13241,0
13242,0
13243,0
13244,0
13245,0
13246,0
13247,0
13252,0
13253,1500
13258,0
13259,0
13262,0
13263,0
13270,0
13271,0
13272,0
13273,0
13274,0
13275,0
13276,0
13277,0
13288,0
13289,0
13292,0
13293,0
13300,0
13301,0
13302,0
13303,2000
13304,0
13305,0
13308,0
13309,0
13314,0
13315,1500
13316,0
13317,1500
13320,0
13321,2000
13324,0
13325,0
13326,0
13327,0
13330,0
13331,0
13332,0
13333,0
13342,0
13343,0
13348,0
13349,0
13352,0
13353,0
13358,0
13359,0
13372,0
13373,1500
13376,0
13377,0
13384,0
13385,0
13396,0
13397,1500
13398,0
13399,0
13400,0
13401,0
13404,0
13405,0
13410,0
13411,1000
13414,0
13415,0
13416,0
13417,0
13422,0
13423,0
13424,0
13425,1500
13432,0
13433,0
13434,0
13435,0
13442,0
13443,0
13444,0
13445,2000
13450,0
13451,0
13456,0
13457,2000
13466,0
13467,0
13468,0
13469,0
13472,0
13473,0
13476,0
13477,0
13482,0
13483,0
13486,0
13487,0
13492,0
13493,2000
13494,0
13495,1500
13500,0
13501,0
13504,0
13505,0
13508,0
13509,0
13510,0
13511,0
13518,0
13519,0
13524,0
13525,0
13526,0
13527,0
13534,0
13535,0
13550,0
13551,0
13554,0
13555,1500
13562,0
13563,1000
13570,0
13571,0
13576,0
13577,2000
13596,0
13597,0
13598,0
13599,1000
13602,0
13603,1500
13614,0
13615,1500
13630,0
13631,0
13634,0
13635,0
13636,0
13637,0
13638,0
13639,0
13646,0
13647,0
13650,0
13651,1000
13652,0
13653,1000
13664,0
13665,1000
13668,0
13669,0
13672,0
13673,1500
13678,0
13679,0
13690,0
13691,0
13698,0
13699,0
13700,0
13701,0
13710,0
13711,2000
13714,0
13715,1000
13718,0
13719,0
13720,0
13721,0
13728,0
13729,2000
13736,0
13737,0
13738,0
13739,1500
13740,0
13741,0
13744,0
13745,0
13752,0
13753,0
13754,0
13755,0
13756,0
13757,0
13762,0
13763,0
13764,0
13765,0
13782,0
13783,0
13792,0
13793,0
13798,0
13799,1000
13804,0
13805,2000
13814,0
13815,0
13816,0
13817,0
13820,0
13821,0
13830,0
13831,0
13832,0
13833,0
13838,0
13839,0
13840,0
13841,0
13850,0
13851,0
13852,0
13853,0
13856,0
13857,0
13858,0
13859,0
13860,0
13861,0
13876,0
13877,0
13880,0
13881,1500
13882,0
13883,0
13884,0
13885,0
13886,0
13887,0
13888,0
13889,0
13904,0
13905,1000
13916,0
13917,0
13930,0
13931,0
13932,0
13933,2000
13938,0
13939,1000
13946,0
13947,0
13954,0
13955,0
13958,0
13959,0
13964,0
13965,0
13978,0
13979,0
13980,0
13981,0
13988,0
13989,0
14000,0
14001,0
14020,0
14021,0
14022,0
14023,2000
14026,0
14027,0
14028,0
14029,0
14030,0
14031,1000
14032,0
14033,1500
14052,0
14053,0
14056,0
14057,1500
14058,0
14059,0
14066,0
14067,1000
14068,0
14069,0
14098,0
14099,0
14106,0
14107,2000
14114,0
14115,0
14116,0
14117,1500
14118,0
14119,0
14132,0
14133,0
14140,0
14141,0
14142,0
14143,0
14144,0
14145,2000
14148,0
14149,0
14162,0
14163,0
14168,0
14169,1500
14172,0
14173,0
14174,0
14175,0
14176,0
14177,2000
14180,0
14181,2000
14182,0
14183,0
14184,0
14185,0
14194,0
14195,0
14202,0
14203,0
14204,0
14205,0
14206,0
14207,0
14208,0
14209,0
14212,0
14213,1500
14218,0
14219,0
14236,0
14237,0
14238,0
14239,1500
14252,0
14253,0
14276,0
14277,0
14290,0
14291,0
14292,0
14293,0
14296,0
14297,1000
14298,0
14299,0
14300,0
14301,0
14304,0
14305,0
14310,0
14311,1000
14314,0
14315,0
14318,0
14319,0
14320,0
14321,1500
14324,0
14325,0
14340,0
14341,1000
14346,0
14347,0
14350,0
14351,1000
14360,0
14361,0
14362,0
14363,0
14372,0
14373,2000
14376,0
14377,0
14382,0
14383,0
14384,0
14385,0
14386,0
14387,0
14398,0
14399,0
14400,0
14401,0
14414,0
14415,0
14420,0
14421,0
14422,0
14423,0
14428,0
14429,2000
14446,0
14447,0
14448,0
14449,0
14452,0
14453,0
14454,0
14455,1000
14460,0
14461,0
14466,0
14467,0
14470,0
14471,0
14486,0
14487,0
14492,0
14493,1000
14494,0
14495,0
14496,0
14497,0
14498,0
14499,0
14500,0
14501,1500
14502,0
14503,1000
14506,0
14507,1000
14508,0
14509,0
14510,0
14511,2000
14512,0
14513,0
14516,0
14517,0
14522,0
14523,2000
14528,0
14529,0
14532,0
14533,0
14534,0
14535,0
14536,0
14537,1000
14538,0
14539,0
14552,0
14553,1000
14554,0
14555,0
14556,0
14557,1500
14558,0
14559,0
14560,0
14561,0
14564,0
14565,0
14566,0
14567,2000
14572,0
14573,1000
14582,0
14583,1000
14584,0
14585,0
14588,0
14589,1000
14602,0
14603,0
14606,0
14607,1500
14612,0
14613,0
14618,0
14619,0
14620,0
14621,1500
14630,0
14631,0
14632,0
14633,0
14642,0
14643,0
14650,0
14651,0
14652,0
14653,0
14658,0
14659,0
14662,0
14663,0
14664,0
14665,0
14670,0
14671,0
14684,0
14685,0
14694,0
14695,0
14696,0
14697,0
14704,0
14705,0
14710,0
14711,0
14712,0
14713,0
14716,0
14717,0
14724,0
14725,0
14726,0
14727,0
14728,0
14729,0
14744,0
14745,0
14756,0
14757,0
14758,0
14759,0
14760,0
14761,0
14762,0
14763,0
14766,0
14767,0
14772,0
14773,1000
14778,0
14779,0
14780,0
14781,0
14782,0
14783,0
14794,0
14795,0
14798,0
14799,0
14802,0
14803,2000
14810,0
14811,0
14814,0
14815,0
14816,0
14817,0
14824,0
14825,0
14826,0
14827,0
14828,0
14829,0
14830,0
14831,0
14832,0
14833,1000
14834,0
14835,1500
14836,0
14837,0
14842,0
14843,0
14854,0
14855,0
14860,0
14861,0
14862,0
14863,0
14864,0
14865,0
14870,0
14871,0
14882,0
14883,0
14888,0
14889,0
14890,0
14891,0
14894,0
14895,0
14902,0
14903,0
14904,0
14905,0
14908,0
14909,1500
14922,0
14923,2000
14924,0
14925,0
14926,0
14927,0
14930,0
14931,0
14932,0
14933,1500
14936,0
14937,0
14940,0
14941,0
14942,0
14943,1000
14950,0
14951,0
14956,0
14957,1000
14960,0
14961,0
14966,0
14967,0
14974,0
14975,0
14976,0
14977,1000
14982,0
14983,0
14986,0
14987,0
14988,0
14989,1500
14990,0
14991,1000
14998,0
14999,0
15008,0
15009,0
15012,0
15013,1000
15020,0
15021,0
15022,0
15023,0
15042,0
15043,0
15044,0
15045,1500
15050,0
15051,0
15060,0
15061,0
15092,0
15093,2000
15094,0
15095,2000
15098,0
15099,0
15110,0
15111,0
15120,0
15121,0
15122,0
15123,0
15146,0
15147,0
15148,0
15149,0
15150,0
15151,1500
15156,0
15157,0
15162,0
15163,1500
15172,0
15173,1500
15174,0
15175,0
15186,0
15187,0
15192,0
15193,0
15198,0
15199,0
15204,0
15205,1000
15208,0
15209,0
15212,0
15213,0
15216,0
15217,1500
15218,0
15219,1000
15224,0
15225,1000
15226,0
15227,1000
15230,0
15231,0
15232,0
15233,0
15244,0
15245,1500
15246,0
15247,0
15248,0
15249,0
15258,0
15259,0
15274,0
15275,0
15276,0
15277,0
15278,0
15279,0
15290,0
15291,2000
15308,0
15309,0
15312,0
15313,1000
15314,0
15315,1000
15316,0
15317,1000
15326,0
15327,0
15328,0
15329,0
15342,0
15343,2000
15344,0
15345,0
15346,0
15347,0
15352,0
15353,0
15354,0
15355,1000
15376,0
15377,2000
15380,0
15381,0
15386,0
15387,0
15388,0
15389,0
15392,0
15393,0
15400,0
15401,1500
15406,0
15407,0
15408,0
15409,0
15410,0
15411,0
15412,0
15413,0
15416,0
15417,0
15422,0
15423,1500
15424,0
15425,1000
15428,0
15429,2000
15434,0
15435,0
15436,0
15437,0
15438,0
15439,0
15440,0
15441,0
15442,0
15443,0
15446,0
15447,0
15448,0
15449,0
15456,0
15457,0
15460,0
15461,0
15464,0
15465,0
15468,0
15469,1000
15476,0
15477,1000
15478,0
15479,0
15492,0
15493,0
15498,0
15499,0
15502,0
15503,0
15510,0
15511,0
15512,0
15513,1500
15514,0
15515,0
15532,0
15533,0
15536,0
15537,1500
15538,0
15539,1000
15540,0
15541,0
15544,0
15545,0
15552,0
15553,1000
15560,0
15561,2000
15562,0
15563,0
15568,0
15569,1500
15574,0
15575,0
15580,0
15581,0
15588,0
15589,0
15590,0
15591,0
15594,0
15595,0
15596,0
15597,0
15598,0
15599,2000
15606,0
15607,0
15608,0
15609,0
15610,0
15611,0
15612,0
15613,0
15618,0
15619,0
15626,0
15627,0
15632,0
15633,1000
15634,0
15635,0
15640,0
15641,2000
15642,0
15643,1500
15648,0
15649,1000
15672,0
15673,1000
15682,0
15683,1500
15686,0
15687,0
15692,0
15693,0
15694,0
15695,1000
15698,0
15699,0
15700,0
15701,1500
15708,0
15709,2000
15712,0
15713,0
15716,0
15717,0
15722,0
15723,0
15728,0
15729,2000
15736,0
15737,1000
15746,0
15747,0
15752,0
15753,0
15754,0
15755,0
15756,0
15757,0
15760,0
15761,0
15766,0
15767,0
15770,0
15771,2000
15772,0
15773,2000
15774,0
15775,1500
15778,0
15779,1500
15788,0
15789,0
15794,0
15795,2000
15802,0
15803,0
15812,0
15813,2000
15836,0
15837,0
15840,0
15841,0
15854,0
15855,1500
15858,0
15859,0
15860,0
15861,0
15878,0
15879,0
15882,0
15883,0
15890,0
15891,0
15894,0
15895,1000
15902,0
15903,0
15904,0
15905,0
15912,0
15913,0
15920,0
15921,0
15926,0
15927,0
15930,0
15931,1500
15938,0
15939,1000
15950,0
15951,1000
15956,0
15957,2000
15958,0
15959,0
15962,0
15963,0
15974,0
15975,0
15994,0
15995,0
15996,0
15997,0
16002,0
16003,0
16006,0
16007,0
16010,0
16011,1000
16020,0
16021,0
16022,0
16023,2000
16024,0
16025,1000
16032,0
16033,1000
16042,0
16043,1000
16044,0
16045,0
16052,0
16053,2000
16056,0
16057,0
16060,0
16061,0
16062,0
16063,0
16064,0
16065,0
16066,0
16067,1500
16070,0
16071,0
16082,0
16083,1000
16098,0
16099,1500
16104,0
16105,0
16124,0
16125,0
16126,0
16127,0
16128,0
16129,0
16130,0
16131,0
16134,0
16135,0
16142,0
16143,0
16154,0
16155,0
16156,0
16157,0
16162,0
16163,0
16166,0
16167,1000
16170,0
16171,0
16174,0
16175,0
16176,0
16177,0
16186,0
16187,0
16188,0
16189,0
16194,0
16195,2000
16200,0
16201,0
16202,0
16203,0
16204,0
16205,0
16206,0
16207,0
16214,0
16215,2000
16218,0
16219,0
16224,0
16225,1000
16230,0
16231,0
16236,0
16237,0
16242,0
16243,1500
16252,0
16253,0
16256,0
16257,2000
16262,0
16263,2000
